hhid;vilid;distid;stateid;gender;male_adult;female_adult;male_child;female_child;age;educ;esw_hear;esw_use;esw_plan;zt_hear;zt_use;zt_plan;plot_area_num;wheat_number;wheat_value;cost_nonlab;cost_lab;water;fuel;lighting;income;income_agric
2103 14;2103;Amritsar;Punjab;Male;1;1;1;0;31;Completed secondary education;2;;;1;1;Yes;10;230;463450;100000;80000;Borewell in residence yard;LPG;Solar;500000;0
2103 15;2103;Amritsar;Punjab;Male;3;4;1;2;19;Completed secondary education;2;;;1;1;Yes;12;246;495690;132000;20000;Borewell in residence yard;LPG;Solar;;0
2103 16;2103;Amritsar;Punjab;Male;1;1;0;0;28;Some university education;2;;;1;1;Yes;12;276;535990;120000;33000;Borewell in residence yard;LPG;Solar;;0
2103 17;2103;Amritsar;Punjab;Male;0;0;0;0;28;Some university education;2;;;1;1;Yes;15;330;660000;150000;60000;Pipeline outside own house;LPG;Solar;1200000;0
2103 18;2103;Amritsar;Punjab;Male;1;1;0;0;68;Some primary education;2;;;1;1;Yes;10;240;483600;200000;150000;Borewell in residence yard;LPG;Solar;700000;0
2103 19;2103;Amritsar;Punjab;Male;2;2;0;0;32;Completed secondary education;2;;;1;2;Don't know yet;3;66;132000;24000;4000;Pipeline outside own house;LPG;Solar;30000;14
2105 1;2105;Amritsar;Punjab;Male;2;3;0;0;20;Some primary education;2;;;2;;;20;247;481650;120000;50000;Borewell in residence yard;LPG;Solar;;0
2105 2;2105;Amritsar;Punjab;Male;2;2;0;0;51;Completed secondary education;2;;;1;1;Don't know yet;3;54;110700;30000;20000;Borewell in residence yard;LPG;Solar;400000;20
2105 3;2105;Amritsar;Punjab;Male;2;1;0;0;30;Completed secondary education;2;;;1;1;No;6;144;290880;80000;30000;Borewell in residence yard;LPG;Solar;;0
2105 4;2105;Amritsar;Punjab;Male;1;2;0;0;52;Completed secondary education;2;;;1;2;Don't know yet;3;60;117000;15000;20000;Borewell in residence yard;LPG;Solar;400000;0
2105 5;2105;Amritsar;Punjab;Female;4;5;0;0;55;Some secondary education;2;;;1;2;Don't know yet;8;144;284400;40000;45000;Borewell in residence yard;LPG;Solar;500000;0
2105 6;2105;Amritsar;Punjab;Male;3;3;2;0;60;Some secondary education;2;;;2;;;9;162;320760;72000;32000;Borewell in residence yard;LPG;Solar;;0
2105 7;2105;Amritsar;Punjab;Male;2;2;1;2;65;No formal education;2;;;1;2;Yes;4;52;545350;4800;6000;Borewell in residence yard;LPG;Solar;800000;0
2105 8;2105;Amritsar;Punjab;Male;1;1;0;1;29;Some primary education;2;;;1;1;Yes;7;140;276500;75000;21000;Borewell in residence yard;LPG;Solar;406500;0
2105 9;2105;Amritsar;Punjab;Male;1;2;1;0;42;Some primary education;2;;;1;1;Yes;2;36;71640;9000;4000;Pipeline outside own house;LPG;Solar;180640;0
2105 10;2105;Amritsar;Punjab;Male;2;1;1;0;23;Completed secondary education;2;;;1;2;Don't know yet;8;176;347600;40000;40000;Pipeline inside own house;LPG;Solar;500000;0
2105 11;2105;Amritsar;Punjab;Male;3;2;2;1;32;Completed secondary education;2;;;1;1;Yes;5;51;101745;30000;8000;Borewell in residence yard;LPG;Solar;369555;0
2105 12;2105;Amritsar;Punjab;Male;6;4;1;0;38;Completed secondary education;2;;;1;2;Don't know yet;20;400;768000;160000;40000;Borewell in residence yard;LPG;Electricity;;0
2105 13;2105;Amritsar;Punjab;Male;2;2;0;1;69;Some secondary education;2;;;1;1;Yes;4;60;121200;50000;27000;Borewell in residence yard;LPG;Solar;;0
2105 14;2105;Amritsar;Punjab;Male;1;1;0;0;72;No formal education;2;;;1;1;Yes;2,5;45;88650;8000;3000;Pipeline outside own house;Wood;Solar;210000;0
2105 15;2105;Amritsar;Punjab;Male;2;2;0;0;60;Completed secondary education;2;;;1;1;Don't know yet;4;80;156000;50000;20000;Borewell in residence yard;LPG;Solar;400000;0
2106 1;2106;Amritsar;Punjab;Male;4;6;4;3;71;No formal education;2;;;2;;;5,5;99;199485;0;0;Borewell in residence yard;Electricity;Solar;249000;0
2106 2;2106;Amritsar;Punjab;Male;4;4;3;4;75;Some secondary education;2;;;2;;;4;92;185380;0;0;Borewell in residence yard;LPG;Solar;500000;0
2106 3;2106;Amritsar;Punjab;Male;2;1;0;0;65;Some secondary education;2;;;2;;;3;60;123000;15000;3000;Pipeline inside own house;LPG;Solar;40000;0
2106 4;2106;Amritsar;Punjab;Male;6;5;0;0;38;Some secondary education;2;;;2;;;10;210;423150;0;0;Borewell in residence yard;Electricity;Solar;700000;0
2106 5;2106;Amritsar;Punjab;Male;2;1;0;1;23;Completed university degree;2;;;1;1;Yes;2;18;35460;12000;10000;Borewell in residence yard;LPG;Solar;85000;0,638297872
2106 6;2106;Amritsar;Punjab;Male;3;1;1;1;58;Some secondary education;2;;;1;1;Yes;8;160;322400;0;0;Borewell in residence yard;Electricity;Solar;400000;0
2106 7;2106;Amritsar;Punjab;Male;3;3;1;1;70;No formal education;2;;;1;1;Yes;10;190;375250;120000;20000;Borewell in residence yard;LPG;Solar;600000;0
2106 8;2106;Amritsar;Punjab;Male;4;5;2;1;67;Some secondary education;2;;;1;1;Yes;18;216;426600;7000;192500;Borewell in residence yard;Biogas;Solar;10428800;0
2106 9;2106;Amritsar;Punjab;Male;2;2;0;0;27;Completed secondary education;2;;;1;2;No;6;138;271860;48000;30000;Borewell in residence yard;Electricity;Solar;200000;0
2106 10;2106;Amritsar;Punjab;Male;3;3;0;0;55;Some primary education;2;;;1;2;No;1;18;0;0;0;Borewell in residence yard;LPG;Solar;50000;0
2106 11;2106;Amritsar;Punjab;Male;4;1;0;0;49;;2;;;1;2;Don't know yet;2;30;59100;10000;17000;Pipeline inside own house;Wood;Solar;110000;0
2107 1;2107;Amritsar;Punjab;Male;2;2;0;0;49;Completed secondary education;2;;;1;2;Don't know yet;2;20;80000;5000;10000;Borewell in residence yard;LPG;Solar;200000;0
2107 2;2107;Amritsar;Punjab;Male;3;2;1;0;62;Some primary education;2;;;2;;;8;19;1935;120000;50000;Pipeline outside own house;LPG;Solar;;0
2107 3;2107;Amritsar;Punjab;Male;2;2;0;0;27;;2;;;1;1;Don't know yet;2;38;74860;14000;0;Borewell in residence yard;Wood;Solar;300000;0
2107 4;2107;Amritsar;Punjab;Male;1;1;1;2;40;Some primary education;2;;;2;;;2,5;55;108350;20000;0;Borewell in residence yard;Wood;Solar;250000;0
2107 5;2107;Amritsar;Punjab;Male;1;1;1;1;34;Completed secondary education;2;;;1;2;No;5;100;197000;60000;0;Borewell in residence yard;Wood;Solar;300000;0
2107 6;2107;Amritsar;Punjab;Male;1;1;2;0;52;No formal education;2;;;2;;;2;38;75000;16000;0;Borewell in residence yard;Wood;Solar;250000;0
2107 7;2107;Amritsar;Punjab;Male;4;4;1;2;53;No formal education;2;;;1;1;Yes;3;133;272650;84000;50000;Borewell in residence yard;LPG;Solar;50000;0
2107 8;2107;Amritsar;Punjab;Male;2;2;1;1;40;Completed secondary education;2;;;1;2;Don't know yet;7;140;275800;84000;20000;Borewell in residence yard;LPG;Solar;500000;0
2107 9;2107;Amritsar;Punjab;Male;2;2;1;1;39;Completed secondary education;2;;;2;;;4;80;160000;60000;0;Borewell in residence yard;Wood;Solar;300000;0
2107 10;2107;Amritsar;Punjab;Male;2;1;0;0;55;Completed secondary education;2;;;1;2;Yes;2;36;106200;20000;150000;Borewell in residence yard;LPG;Solar;79320;0
2107 11;2107;Amritsar;Punjab;Male;1;1;0;0;73;Completed primary education;2;;;1;1;Yes;1;20;0;10000;10000;Borewell in residence yard;LPG;Solar;;0
2108 1;2108;Amritsar;Punjab;Male;5;2;1;0;17;Some secondary education;2;;;1;2;Don't know yet;9;152;296205;0;0;Borewell in residence yard;Electricity;Solar;;0
2108 2;2108;Amritsar;Punjab;Male;0;0;0;0;35;Some primary education;2;;;1;2;No;1,5;25;49500;7000;3000;Company-supplied branded water;LPG;Solar;;0
2108 3;2108;Amritsar;Punjab;Male;3;1;0;0;20;Completed secondary education;2;;;1;1;Yes;18;36;6045000;0;0;Borewell in residence yard;Electricity;Solar;600000;0
2108 4;2108;Amritsar;Punjab;Male;0;0;0;0;70;Some primary education;2;;;1;2;No;2;36;71280;10000;4000;Company-supplied branded water;LPG;Solar;;0
2108 5;2108;Amritsar;Punjab;Male;3;2;0;0;52;Completed primary education;2;;;2;;;10;180;122253;0;0;Borewell in residence yard;Electricity;Solar;1500000;0
2108 6;2108;Amritsar;Punjab;Male;0;0;0;0;58;Completed primary education;2;;;1;1;Yes;10;100;197000;30000;10000;Borewell in residence yard;LPG;Solar;;0
2108 7;2108;Amritsar;Punjab;Male;0;0;0;0;32;Completed primary education;2;;;1;1;Yes;18;396;782000;100000;30000;Borewell in residence yard;LPG;Solar;;0
2108 8;2108;Amritsar;Punjab;Male;1;4;0;3;50;Completed primary education;2;;;1;2;No;4,400000095;150722;0;0;0;Borewell in residence yard;LPG;Solar;250000;0
2108 9;2108;Amritsar;Punjab;Male;0;0;0;0;45;Completed primary education;2;;;1;2;No;4;80;158400;20000;5000;Company-supplied branded water;LPG;Solar;;0
2108 10;2108;Amritsar;Punjab;Male;6;4;2;4;80;Some primary education;2;;;1;1;Yes;8;176;347600;0;0;Borewell in residence yard;Electricity;Solar;500000;0
2108 11;2108;Amritsar;Punjab;Male;4;2;1;1;52;Completed secondary education;2;;;1;1;Yes;5;95;190000;75000;5000;Borewell in residence yard;LPG;Solar;;0
2108 12;2108;Amritsar;Punjab;Male;0;0;0;0;30;Completed primary education;2;;;1;1;No;25;500;950000;40000;7000;Borewell in residence yard;LPG;Solar;;0
2108 13;2108;Amritsar;Punjab;Male;3;1;1;0;28;Some secondary education;1;1;Yes;1;1;Yes;3;60;90000;10000;9000;Borewell in residence yard;Wood;Solar;;0
2108 14;2108;Amritsar;Punjab;Male;0;0;0;0;34;Completed secondary education;2;;;1;1;No;5;180;356400;50000;7000;Borewell in residence yard;LPG;Solar;;0
2108 15;2108;Amritsar;Punjab;Male;0;0;0;0;60;Some primary education;2;;;2;;;5;100;197000;65000;5000;Own well - sealed with pump/ handpump;LPG;Solar;;0
2108 16;2108;Amritsar;Punjab;Male;5;0;0;0;40;Completed secondary education;2;;;1;1;Yes;50;15;0;0;0;Borewell in residence yard;LPG;Solar;;0
2109 1;2109;Amritsar;Punjab;Male;2;2;0;0;48;Some primary education;2;;;1;1;Yes;17;375;760676;80000;70000;Borewell in residence yard;LPG;Solar;800000;0
2109 2;2109;Amritsar;Punjab;Male;3;2;0;0;24;Completed university degree;2;;;1;1;Yes;5;100;197500;50000;75000;Borewell in residence yard;LPG;Solar;500000;20
2109 3;2109;Amritsar;Punjab;Male;2;1;0;2;29;Some secondary education;2;;;1;1;Yes;3;45;86625;30000;3000;Borewell in residence yard;Biogas;Solar;;0
2109 4;2109;Amritsar;Punjab;Male;2;2;0;0;47;Completed secondary education;2;;;1;1;Don't know yet;5;85;10075;80000;70000;Borewell in residence yard;LPG;Solar;500000;0
2109 5;2109;Amritsar;Punjab;Male;2;1;0;0;54;Some secondary education;2;;;1;1;Yes;17;315;606275;20400;15000;Borewell in residence yard;LPG;Solar;;0
2109 6;2109;Amritsar;Punjab;Male;3;2;0;0;23;Completed secondary education;2;;;1;1;Don't know yet;6;120;2400000;40000;6000;Pipeline outside own house;LPG;Solar;550000;0
2109 7;2109;Amritsar;Punjab;Male;2;2;1;0;22;Some secondary education;2;;;1;1;Don't know yet;5;110;221650;15000;7500;Borewell in residence yard;LPG;Solar;518650;0
2109 8;2109;Amritsar;Punjab;Male;2;3;0;0;55;Completed secondary education;2;;;1;1;Yes;11;220;4400000;110000;40000;Pipeline outside own house;LPG;Solar;800000;0
2109 9;2109;Amritsar;Punjab;Male;3;2;0;0;41;Some secondary education;2;;;1;1;Yes;3;18;1900;30000;10000;Borewell in residence yard;LPG;Solar;;0
2109 10;2109;Amritsar;Punjab;Male;1;1;0;0;56;Some secondary education;2;;;1;1;Yes;17,5;300;604500;15000;30000;Borewell in residence yard;LPG;Solar;480000;0
2109 11;2109;Amritsar;Punjab;Male;3;2;0;0;45;Some secondary education;2;;;1;1;Don't know yet;5;110;221650;20000;15000;Borewell in residence yard;LPG;Solar;518650;0
2109 12;2109;Amritsar;Punjab;Male;3;2;0;0;19;Completed secondary education;2;;;1;1;Yes;4;70;141050;15000;10000;Borewell in residence yard;LPG;Solar;;0
2109 13;2109;Amritsar;Punjab;Male;3;3;1;1;24;Completed primary education;2;;;1;1;Yes;6;132;264000;60000;12000;Pipeline inside own house;LPG;Solar;500000;0
2109 14;2109;Amritsar;Punjab;Male;0;0;0;0;21;Completed secondary education;2;;;1;1;Yes;6;132;264000;50000;9000;Borewell in residence yard;LPG;Solar;450000;0
2109 15;2109;Amritsar;Punjab;Male;2;2;0;0;42;Completed secondary education;2;;;1;1;Yes;2;30;57750;24000;5000;Borewell in residence yard;Biogas;Solar;25000;0
2109 16;2109;Amritsar;Punjab;Male;4;4;0;0;50;Completed primary education;2;;;1;1;Don't know yet;30;630;1234800;300000;300000;Borewell in residence yard;LPG;Solar;1000000;0
2109 17;2109;Amritsar;Punjab;Male;2;2;0;0;45;No formal education;2;;;1;1;Yes;17,5;22;385;180000;40000;Borewell in residence yard;LPG;Solar;200000;0
2110 1;2110;Amritsar;Punjab;Male;5;2;2;1;25;Completed secondary education;2;;;1;1;Don't know yet;22;484;953480;15000;10000;Borewell in residence yard;LPG;Solar;953480;0
2110 2;2110;Amritsar;Punjab;Male;0;0;0;0;45;Some secondary education;2;;;1;2;No;5;100;197000;60000;10000;Own well - sealed with pump/ handpump;LPG;Solar;;0
2110 3;2110;Amritsar;Punjab;Male;3;2;0;0;71;;2;;;1;1;Yes;1;18;35460;13000;2000;Borewell in residence yard;LPG;Solar;;0
2110 4;2110;Amritsar;Punjab;Male;2;2;2;1;40;Completed university degree;2;;;1;1;Yes;1,24000001;7;13825;2500;0;Pipeline outside own house;LPG;Solar;120000;75
2110 5;2110;Amritsar;Punjab;Male;0;0;0;0;47;Some primary education;2;;;1;1;Yes;1,5;24;42280;18000;5000;Borewell in residence yard;LPG;Solar;;0
2110 6;2110;Amritsar;Punjab;Male;3;3;0;0;51;;2;;;2;;;1;19;37400;10000;0;Borewell in residence yard;Wood;Solar;;0
2110 7;2110;Amritsar;Punjab;Male;2;1;0;0;65;Some primary education;2;;;1;1;Yes;3;22;42900;30000;4000;Borewell in residence yard;Wood;Solar;;0
2110 8;2110;Amritsar;Punjab;Male;2;2;1;0;65;No formal education;1;1;Don't know yet;2;;;2;36;68400;5000;2000;Borewell in residence yard;Wood;Solar;136800;0
2110 9;2110;Amritsar;Punjab;Male;0;0;0;0;30;Some secondary education;2;;;1;1;Yes;3;60;118800;70000;10000;Borewell in residence yard;LPG;Solar;;0
2110 10;2110;Amritsar;Punjab;Male;0;0;0;0;50;Completed secondary education;2;;;2;;;6;120;236400;55000;10000;Borewell in residence yard;LPG;Solar;553000;0
2110 11;2110;Amritsar;Punjab;Male;1;2;0;0;28;Completed university degree;2;;;1;2;Yes;8;140;282100;35000;25000;Borewell in residence yard;LPG;Solar;272100;0
2110 12;2110;Amritsar;Punjab;Male;2;3;2;2;33;Completed secondary education;2;;;1;1;Yes;20;440;869000;200000;80000;Borewell in residence yard;LPG;Solar;1869000;0
2110 13;2110;Amritsar;Punjab;Male;2;3;1;1;78;Completed primary education;1;1;No;1;1;Yes;12;228;450300;120000;30000;Borewell in residence yard;LPG;Solar;892980;0
2110 14;2110;Amritsar;Punjab;Male;4;3;2;1;54;No formal education;2;;;1;2;Don't know yet;2;44;86900;5000;2000;Borewell in residence yard;LPG;Solar;172000;0
2110 15;2110;Amritsar;Punjab;Male;0;0;0;0;55;;2;;;1;1;No;4;72;141840;32000;8000;Own well - sealed with pump/ handpump;LPG;Solar;708000;0
2111 1;2111;Amritsar;Punjab;Male;3;3;0;0;23;Some secondary education;2;;;2;;;5;110;217250;0;0;Borewell in residence yard;Electricity;Solar;267250;0
2111 2;2111;Amritsar;Punjab;Male;2;1;0;0;38;Completed secondary education;2;;;1;1;Don't know yet;3;60;120900;9000;8000;Borewell in residence yard;LPG;Solar;299100;0
2111 3;2111;Amritsar;Punjab;Male;1;2;1;0;55;No formal education;2;;;2;;;2;40;160000;20000;5000;Borewell in residence yard;Electricity;Solar;160000;0
2111 4;2111;Amritsar;Punjab;Male;3;3;0;3;42;No formal education;2;;;1;1;Yes;4,400000095;92;182490;0;0;Borewell in residence yard;Electricity;Solar;300000;0
2111 5;2111;Amritsar;Punjab;Male;4;0;0;0;23;Some secondary education;2;;;1;1;Yes;7;133;262600;0;0;Borewell in residence yard;Electricity;Solar;;0
2111 6;2111;Amritsar;Punjab;Male;4;2;1;0;50;No formal education;2;;;1;2;No;3;54;106650;0;0;Borewell in residence yard;Electricity;Solar;250000;0
2111 7;2111;Amritsar;Punjab;Male;2;2;1;1;22;Completed secondary education;2;;;1;1;No;3;60;126900;25000;4000;Borewell in residence yard;LPG;Solar;280000;0
2111 8;2111;Amritsar;Punjab;Male;3;2;0;0;60;Some primary education;2;;;1;2;Don't know yet;4;88;177320;30000;10000;Borewell in residence yard;LPG;Solar;414920;0
2111 9;2111;Amritsar;Punjab;Male;2;1;1;1;27;Completed secondary education;2;;;2;;;4;80;160000;24000;6000;Borewell in residence yard;Wood;Solar;470000;0
2111 10;2111;Amritsar;Punjab;Male;2;1;0;0;50;Some secondary education;2;;;1;1;No;10;120;465300;90000;15000;Borewell in residence yard;LPG;Solar;100100;0
2111 11;2111;Amritsar;Punjab;Male;3;2;1;0;24;Completed secondary education;1;1;Don't know yet;1;1;Don't know yet;3;60;120900;9000;8000;Other;LPG;Solar;3081504;0
2111 12;2111;Amritsar;Punjab;Male;3;1;0;0;52;Completed primary education;2;;;1;2;Don't know yet;2;36;72540;12000;6000;Borewell in residence yard;LPG;Solar;196310;0
2111 13;2111;Amritsar;Punjab;Male;0;0;0;0;55;;2;;;1;1;No;5;112;236800;45000;7000;Borewell in residence yard;LPG;Solar;480000;0,020408163
2111 14;2111;Amritsar;Punjab;Male;2;1;2;1;33;No formal education;2;;;2;;;1;20;40000;2500;40000;Borewell in residence yard;Electricity;Solar;90000;0
2111 15;2111;Amritsar;Punjab;Male;3;2;0;0;46;Some secondary education;2;;;1;2;Don't know yet;1;18;36270;3000;3000;Borewell in residence yard;LPG;Solar;95400;0,23923445
2111 16;2111;Amritsar;Punjab;Male;2;2;0;0;28;Some secondary education;2;;;1;1;No;2;42;88800;16000;0;Borewell in residence yard;LPG;Solar;190000;0
2111 17;2111;Amritsar;Punjab;Male;1;1;0;3;40;Completed primary education;2;;;1;1;Yes;5;100;211500;45000;7000;Borewell in residence yard;LPG;Solar;450000;0
2111 18;2111;Amritsar;Punjab;Male;2;2;2;3;30;Completed secondary education;2;;;2;;;6;180;360000;60000;12000;Borewell in residence yard;Wood;Solar;900000;0
2111 19;2111;Amritsar;Punjab;Male;2;3;0;0;42;Some secondary education;2;;;1;1;Yes;10;190;150000;0;0;Borewell in residence yard;Electricity;Solar;250000;0
2111 20;2111;Amritsar;Punjab;Male;1;1;1;1;45;Some primary education;2;;;2;;;2;40;80000;2000;2000;Borewell in residence yard;Electricity;Solar;200000;0
2112 1;2112;Amritsar;Punjab;Male;2;1;0;0;26;Completed secondary education;2;;;1;1;Don't know yet;9;171;337725;36000;7000;Borewell in residence yard;LPG;Solar;723825;0
2112 2;2112;Amritsar;Punjab;Male;2;1;0;0;55;No formal education;2;;;1;2;Don't know yet;2;40;80000;24000;10000;Borewell in residence yard;Wood;Solar;250000;0
2112 3;2112;Amritsar;Punjab;Male;1;1;2;1;35;Completed secondary education;2;;;1;2;Don't know yet;5;100;197000;10000;8000;Borewell in residence yard;LPG;Solar;492000;0
2112 4;2112;Amritsar;Punjab;Male;2;2;1;2;62;Completed secondary education;2;;;2;;;2;40;80000;12000;0;Borewell in residence yard;Wood;Solar;300000;0
2112 5;2112;Amritsar;Punjab;Male;2;2;1;1;50;No formal education;2;;;2;;;4;80;157000;40000;20000;Borewell in residence yard;Biogas;Solar;450000;0
2112 6;2112;Amritsar;Punjab;Male;2;2;2;1;38;Completed secondary education;2;;;1;2;Don't know yet;2;38;74000;20000;6000;Pipeline inside own house;Wood;Solar;400000;0
2112 7;2112;Amritsar;Punjab;Male;5;3;2;1;58;Completed secondary education;2;;;1;1;Don't know yet;9;198;391050;45000;18000;Borewell in residence yard;LPG;Solar;985050;0
2112 8;2112;Amritsar;Punjab;Male;2;2;0;1;33;Completed secondary education;2;;;1;2;Yes;2;34;67150;0;0;;;;;0
2112 9;2112;Amritsar;Punjab;Male;1;1;1;2;45;Completed primary education;2;;;1;2;Don't know yet;3;60;120000;30000;10000;Borewell in residence yard;Biogas;Solar;400000;0
2112 10;2112;Amritsar;Punjab;Male;0;0;0;0;50;Completed secondary education;2;;;1;1;No;12;240;483600;80600;10000;Borewell in residence yard;LPG;Solar;1800000;0,003046248
2112 11;2112;Amritsar;Punjab;Male;3;2;1;0;40;Completed secondary education;2;;;1;2;Don't know yet;10;200;395000;50000;15000;Borewell in residence yard;LPG;Solar;923000;0
2112 12;2112;Amritsar;Punjab;Male;2;2;1;0;26;;2;;;1;2;No;17;323;636310;170000;85000;Borewell in residence yard;LPG;Solar;1500000;0
2112 13;2112;Amritsar;Punjab;Male;2;2;1;1;35;Some primary education;2;;;1;2;Yes;5;100;197500;60000;5000;Borewell in residence yard;LPG;Solar;450000;0,004424779
2112 14;2112;Amritsar;Punjab;Male;3;3;1;0;50;No formal education;2;;;1;1;Don't know yet;4;80;158000;6000;4000;Borewell in residence yard;LPG;Solar;422000;0
2112 15;2112;Amritsar;Punjab;Male;2;2;1;1;28;Some secondary education;2;;;1;2;No;1;21;42000;10000;3000;Borewell in residence yard;LPG;Solar;90800;0,021551724
2112 16;2112;Amritsar;Punjab;Male;2;2;1;0;26;Some secondary education;2;;;2;;;3;48;94560;28000;3000;Borewell in residence yard;LPG;Solar;280000;0,003558719
2113 1;2113;Amritsar;Punjab;Male;0;0;0;0;62;Completed primary education;2;;;1;1;Yes;2;45;90675;20000;5000;Borewell in residence yard;LPG;Solar;;0
2113 2;2113;Amritsar;Punjab;Male;2;3;0;2;40;Some primary education;2;;;1;1;Yes;3;57;114000;25000;5000;Pipeline outside own house;LPG;Solar;300000;0
2113 3;2113;Amritsar;Punjab;Male;0;0;0;0;62;Completed primary education;2;;;1;1;Yes;10;210;414750;100000;5000;Borewell in residence yard;LPG;Solar;;0
2113 4;2113;Amritsar;Punjab;Male;2;2;1;2;85;Completed primary education;2;;;1;1;Yes;18;340;671500;100000;70000;Borewell in residence yard;LPG;Solar;900000;0,1
2113 5;2113;Amritsar;Punjab;Male;2;2;0;0;60;Some secondary education;2;;;1;1;Yes;5;100;201500;50000;20000;Borewell in residence yard;Biogas;Solar;;0
2113 6;2113;Amritsar;Punjab;Male;2;2;1;1;62;Completed secondary education;2;;;1;1;Yes;12;276;549240;120000;60000;Borewell in residence yard;LPG;Electricity;;0
2113 7;2113;Amritsar;Punjab;Male;2;2;1;0;65;Some secondary education;2;;;1;1;Yes;6;108;218160;70000;26000;Borewell in residence yard;LPG;Solar;600000;0
2113 8;2113;Amritsar;Punjab;Male;0;0;0;0;42;Some secondary education;2;;;1;1;Yes;20;230;460000;70000;10000;Borewell in residence yard;LPG;Solar;;0
2113 9;2113;Amritsar;Punjab;Male;0;0;0;0;40;Some primary education;2;;;1;1;Yes;2;40;80000;15000;5000;Borewell in residence yard;Electricity;Solar;;0
2113 10;2113;Amritsar;Punjab;Male;5;3;0;0;60;Some secondary education;2;;;1;1;Yes;10;56;113120;90000;30000;Borewell in residence yard;LPG;Solar;;0
2113 11;2113;Amritsar;Punjab;Male;2;1;1;0;42;Some university education;2;;;1;1;Yes;4;88;177320;35000;25000;Borewell in residence yard;LPG;Solar;;0
2113 12;2113;Amritsar;Punjab;Male;0;0;0;0;55;Completed primary education;2;;;1;1;Yes;25;500;987500;250000;125000;Borewell in residence yard;LPG;Solar;;0
2113 13;2113;Amritsar;Punjab;Male;0;0;0;0;50;Completed primary education;2;;;1;1;Yes;2;44;88660;20000;4000;Borewell in residence yard;LPG;Solar;;0
2113 14;2113;Amritsar;Punjab;Male;1;2;0;2;34;Completed university degree;2;;;1;1;Yes;12;228;448000;120000;50000;Pipeline outside own house;LPG;Solar;800000;0
2113 15;2113;Amritsar;Punjab;Male;2;1;1;1;48;Completed primary education;2;;;1;1;Yes;5;105;206850;50000;25000;Borewell in residence yard;LPG;Solar;700000;0
2113 16;2113;Amritsar;Punjab;Male;2;2;0;1;55;Some primary education;1;2;No;1;1;Yes;2;36;80000;13000;0;Pipeline outside own house;LPG;Solar;200000;30
2113 17;2113;Amritsar;Punjab;Male;2;2;1;0;60;Some secondary education;2;;;1;1;Yes;6;144;291600;72000;25000;Borewell in residence yard;LPG;Solar;700000;40
2114 1;2114;Amritsar;Punjab;Male;2;2;0;0;50;No formal education;2;;;1;1;Yes;1,5;27;50000;10000;0;Borewell in residence yard;Wood;Solar;150000;0
2114 2;2114;Amritsar;Punjab;Male;2;1;0;0;50;Completed primary education;2;;;1;1;No;3;57;120555;65000;7000;Borewell in residence yard;LPG;Solar;548000;0
2114 3;2114;Amritsar;Punjab;Male;2;1;0;0;52;No formal education;2;;;2;;;5;100;197000;50000;25000;Borewell in residence yard;Wood;Solar;500000;0
2114 4;2114;Amritsar;Punjab;Male;2;1;1;1;26;Completed secondary education;2;;;2;;;3;60;180000;20000;10000;Borewell in residence yard;Biogas;Solar;250000;0
2114 5;2114;Amritsar;Punjab;Male;0;0;0;0;45;Some secondary education;2;;;1;1;No;1;19;40000;7800;0;Borewell in residence yard;LPG;Solar;85800;0
2114 6;2114;Amritsar;Punjab;Male;3;3;1;1;35;Completed secondary education;1;1;No;1;1;Yes;2,5;45;90000;22000;0;Borewell in residence yard;Wood;Solar;250000;0
2114 7;2114;Amritsar;Punjab;Male;2;2;0;0;58;Some secondary education;2;;;1;1;Don't know yet;3;54;106650;15000;7500;Borewell in residence yard;LPG;Solar;294350;0
2114 8;2114;Amritsar;Punjab;Male;3;2;1;0;28;Some secondary education;2;;;1;2;Don't know yet;2;38;80000;16000;8000;Borewell in residence yard;LPG;Solar;238400;0
2114 9;2114;Amritsar;Punjab;Male;2;2;1;0;55;Completed secondary education;2;;;1;1;No;5;100;211500;45800;4300;Borewell in residence yard;LPG;Solar;801500;0
2114 10;2114;Amritsar;Punjab;Male;2;1;0;0;60;No formal education;2;;;2;;;0,5;10;20000;8000;3000;Borewell in residence yard;Wood;Solar;80000;0
2114 11;2114;Amritsar;Punjab;Female;1;1;2;2;27;No formal education;2;;;2;;;1;20;40000;3500;1000;Borewell in residence yard;Electricity;Solar;60000;0
2114 12;2114;Amritsar;Punjab;Male;2;2;0;0;40;Completed secondary education;2;;;1;2;Don't know yet;3;60;118500;12000;8000;Borewell in residence yard;LPG;Solar;296700;0
2114 13;2114;Amritsar;Punjab;Male;5;3;1;1;43;Some secondary education;2;;;1;1;No;12;20;507600;140000;15000;Borewell in residence yard;LPG;Solar;1101200;0,013438452
2114 14;2114;Amritsar;Punjab;Male;2;2;0;0;56;Completed primary education;2;;;1;2;Yes;2;57;112575;15000;9000;Borewell in residence yard;LPG;Solar;300675;0
2114 15;2114;Amritsar;Punjab;Male;1;2;1;1;60;No formal education;2;;;2;;;16;8;16000;4000;0;Borewell in residence yard;Wood;Solar;90000;0
2114 16;2114;Amritsar;Punjab;Male;2;1;0;0;27;Completed secondary education;2;;;1;1;No;2;40;84600;18000;0;Borewell in residence yard;LPG;Solar;170600;0
2114 17;2114;Amritsar;Punjab;Male;3;3;0;0;40;No formal education;1;2;Yes;2;;;1,5;30;60000;7500;0;Borewell in residence yard;LPG;Solar;200000;0
